listingid,companyid,company,price,url,long,lat,type,rooms,size_m2,listings,deposit,rent
1796,698,aarhusomegn,7692,https://aarhusbolig.dk/afdelinger/?bolignr=1796&selskab=698&afdeling=6&antalrum=2,56.24020204,10.23355007,Lejlighed,2,86,99,12387,6375
1491,698,aarhusomegn,8426,https://aarhusbolig.dk/afdelinger/?bolignr=1491&selskab=698&afdeling=6&antalrum=3,56.24020204,10.23355007,Lejlighed,3,91,108,10657,5910
1449,698,aarhusomegn,8317,https://aarhusbolig.dk/afdelinger/?bolignr=1449&selskab=698&afdeling=6&antalrum=4,56.24020204,10.23355007,Lejlighed,4,107,125,12594,6788
1741,698,aarhusomegn,9895,https://aarhusbolig.dk/afdelinger/?bolignr=1741&selskab=698&afdeling=6&antalrum=5,56.24020204,10.23355007,Lejlighed,5,121,26,14532,7621
2746,698,aarhusomegn,6280,https://aarhusbolig.dk/afdelinger/?bolignr=2746&selskab=698&afdeling=8&antalrum=2,56.037256,10.0843577,Lejlighed,2,51,4,28643,5655
2760,698,aarhusomegn,6898,https://aarhusbolig.dk/afdelinger/?bolignr=2760&selskab=698&afdeling=8&antalrum=2,56.037256,10.0843577,Lejlighed,2,62,4,31772,6273
2773,698,aarhusomegn,8252,https://aarhusbolig.dk/afdelinger/?bolignr=2773&selskab=698&afdeling=8&antalrum=3,56.037256,10.0843577,Lejlighed,3,83,15,37747,7452
2737,698,aarhusomegn,8252,https://aarhusbolig.dk/afdelinger/?bolignr=2737&selskab=698&afdeling=8&antalrum=3,56.037256,10.0843577,Lejlighed,3,83,15,37747,7452
2730,698,aarhusomegn,10194,https://aarhusbolig.dk/afdelinger/?bolignr=2730&selskab=698&afdeling=8&antalrum=4,56.037256,10.0843577,Lejlighed,4,114,25,46567,9194
1866,698,aarhusomegn,4056,https://aarhusbolig.dk/afdelinger/?bolignr=1866&selskab=698&afdeling=9&antalrum=1,56.12314165,10.13531685,Lejlighed,1,44,9,6858,3410
1869,698,aarhusomegn,5965,https://aarhusbolig.dk/afdelinger/?bolignr=1869&selskab=698&afdeling=9&antalrum=2,56.12314165,10.13531685,Lejlighed,2,62,93,10443,5181
1868,698,aarhusomegn,6232,https://aarhusbolig.dk/afdelinger/?bolignr=1868&selskab=698&afdeling=9&antalrum=2,56.12314165,10.13531685,Lejlighed,2,67,93,10272,5110
1873,698,aarhusomegn,7222,https://aarhusbolig.dk/afdelinger/?bolignr=1873&selskab=698&afdeling=9&antalrum=2,56.12314165,10.13531685,Lejlighed,2,73,93,11481,5696
1875,698,aarhusomegn,7598,https://aarhusbolig.dk/afdelinger/?bolignr=1875&selskab=698&afdeling=9&antalrum=3,56.12314165,10.13531685,Lejlighed,3,82,90,12792,6345
2093,698,aarhusomegn,4510,https://aarhusbolig.dk/afdelinger/?bolignr=2093&selskab=698&afdeling=10&antalrum=1,56.1117055,10.1003623,Lejlighed,1,42,9,5600,3871
2089,698,aarhusomegn,6907,https://aarhusbolig.dk/afdelinger/?bolignr=2089&selskab=698&afdeling=10&antalrum=2,56.1117055,10.1003623,Lejlighed,2,72,18,9500,5988
2092,698,aarhusomegn,7992,https://aarhusbolig.dk/afdelinger/?bolignr=2092&selskab=698&afdeling=10&antalrum=3,56.1117055,10.1003623,Lejlighed,3,71,27,10100,6388
2124,698,aarhusomegn,8593,https://aarhusbolig.dk/afdelinger/?bolignr=2124&selskab=698&afdeling=10&antalrum=3,56.1117055,10.1003623,Lejlighed,3,88,9,11000,6948
2177,698,aarhusomegn,7821,https://aarhusbolig.dk/afdelinger/?bolignr=2177&selskab=698&afdeling=11&antalrum=2,56.04234602,10.09162903,Rækkehus,2,70,50,13420,6985
2182,698,aarhusomegn,8156,https://aarhusbolig.dk/afdelinger/?bolignr=2182&selskab=698&afdeling=11&antalrum=3,56.04234602,10.09162903,Rækkehus,3,82,32,15779,7499
2248,698,aarhusomegn,9095,https://aarhusbolig.dk/afdelinger/?bolignr=2248&selskab=698&afdeling=11&antalrum=3,56.04234602,10.09162903,Rækkehus,3,82,32,16186,7499
2176,698,aarhusomegn,10380,https://aarhusbolig.dk/afdelinger/?bolignr=2176&selskab=698&afdeling=11&antalrum=4,56.04234602,10.09162903,Rækkehus,4,104,3,20016,9117
2354,698,aarhusomegn,5260,https://aarhusbolig.dk/afdelinger/?bolignr=2354&selskab=698&afdeling=14&antalrum=2,56.23574209,10.25243282,Rækkehus,2,46,12,8400,4563
2305,698,aarhusomegn,6747,https://aarhusbolig.dk/afdelinger/?bolignr=2305&selskab=698&afdeling=14&antalrum=2,56.23574209,10.25243282,Seniorboliger,2,60,17,11000,5582
2412,698,aarhusomegn,6488,https://aarhusbolig.dk/afdelinger/?bolignr=2412&selskab=698&afdeling=14&antalrum=2,56.23574209,10.25243282,Rækkehus,2,63,12,12950,5976
2396,698,aarhusomegn,6506,https://aarhusbolig.dk/afdelinger/?bolignr=2396&selskab=698&afdeling=14&antalrum=2,56.23574209,10.25243282,Seniorboliger,2,65,17,12950,5980
2426,698,aarhusomegn,7755,https://aarhusbolig.dk/afdelinger/?bolignr=2426&selskab=698&afdeling=14&antalrum=3,56.23574209,10.25243282,Rækkehus,3,83,54,17000,7411
2324,698,aarhusomegn,8655,https://aarhusbolig.dk/afdelinger/?bolignr=2324&selskab=698&afdeling=14&antalrum=3,56.23574209,10.25243282,Rækkehus,3,85,54,15900,7465
2323,698,aarhusomegn,10377,https://aarhusbolig.dk/afdelinger/?bolignr=2323&selskab=698&afdeling=14&antalrum=4,56.23574209,10.25243282,Rækkehus,4,109,8,20300,9219
2428,698,aarhusomegn,9495,https://aarhusbolig.dk/afdelinger/?bolignr=2428&selskab=698&afdeling=14&antalrum=4,56.23574209,10.25243282,Rækkehus,4,110,8,22000,9205
2466,698,aarhusomegn,5878,https://aarhusbolig.dk/afdelinger/?bolignr=2466&selskab=698&afdeling=17&antalrum=2,56.11261477,10.09862423,Seniorboliger,2,66,16,16600,5673
2459,698,aarhusomegn,6669,https://aarhusbolig.dk/afdelinger/?bolignr=2459&selskab=698&afdeling=17&antalrum=3,56.11261477,10.09862423,Seniorboliger,3,81,30,18700,6464
2493,698,aarhusomegn,7915,https://aarhusbolig.dk/afdelinger/?bolignr=2493&selskab=698&afdeling=17&antalrum=3,56.11261477,10.09862423,Seniorboliger,3,102,30,22500,7710
2483,698,aarhusomegn,7448,https://aarhusbolig.dk/afdelinger/?bolignr=2483&selskab=698&afdeling=17&antalrum=4,56.11261477,10.09862423,Seniorboliger,4,94,4,21100,7243
2473,698,aarhusomegn,8185,https://aarhusbolig.dk/afdelinger/?bolignr=2473&selskab=698&afdeling=17&antalrum=4,56.11261477,10.09862423,Seniorboliger,4,111,4,23230,7980
2523,698,aarhusomegn,6714,https://aarhusbolig.dk/afdelinger/?bolignr=2523&selskab=698&afdeling=18&antalrum=2,56.11278227,10.08630753,Lejlighed,2,73,17,31300,6504
2511,698,aarhusomegn,7744,https://aarhusbolig.dk/afdelinger/?bolignr=2511&selskab=698&afdeling=18&antalrum=3,56.11278227,10.08630753,Rækkehus,3,92,32,36000,7465
2509,698,aarhusomegn,8669,https://aarhusbolig.dk/afdelinger/?bolignr=2509&selskab=698&afdeling=18&antalrum=4,56.11278227,10.08630753,Rækkehus,4,113,23,41400,8595
2582,698,aarhusomegn,7452,https://aarhusbolig.dk/afdelinger/?bolignr=2582&selskab=698&afdeling=19&antalrum=2,56.23662458,10.19351006,Lejlighed,2,73,11,31500,7211
2583,698,aarhusomegn,8493,https://aarhusbolig.dk/afdelinger/?bolignr=2583&selskab=698&afdeling=19&antalrum=3,56.23662458,10.19351006,Rækkehus,3,92,15,36100,8280
2593,698,aarhusomegn,9561,https://aarhusbolig.dk/afdelinger/?bolignr=2593&selskab=698&afdeling=19&antalrum=4,56.23662458,10.19351006,Rækkehus,4,112,15,41600,9535
2626,698,aarhusomegn,6970,https://aarhusbolig.dk/afdelinger/?bolignr=2626&selskab=698&afdeling=20&antalrum=2,56.04690037,10.09845257,Lejlighed,2,64,2,28000,6970
2628,698,aarhusomegn,8149,https://aarhusbolig.dk/afdelinger/?bolignr=2628&selskab=698&afdeling=20&antalrum=3,56.04690037,10.09845257,Lejlighed,3,86,14,32800,8149
2640,698,aarhusomegn,9034,https://aarhusbolig.dk/afdelinger/?bolignr=2640&selskab=698&afdeling=20&antalrum=3,56.04690037,10.09845257,Lejlighed,3,102,14,36400,9034
2624,698,aarhusomegn,10063,https://aarhusbolig.dk/afdelinger/?bolignr=2624&selskab=698&afdeling=20&antalrum=4,56.04690037,10.09845257,Lejlighed,4,113,4,38400,9563
3,698,aarhusomegn,7552,https://aarhusbolig.dk/afdelinger/?bolignr=3&selskab=698&afdeling=21&antalrum=3,56.16968849,10.18368244,Rækkehus,3,94,20,8000,7552
1,698,aarhusomegn,9345,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=698&afdeling=21&antalrum=5,56.16968849,10.18368244,Rækkehus,5,116,4,8000,9345
29,698,aarhusomegn,7672,https://aarhusbolig.dk/afdelinger/?bolignr=29&selskab=698&afdeling=22&antalrum=2,56.16565045,10.18857479,Lejlighed,2,63,4,18622,6922
21,698,aarhusomegn,6134,https://aarhusbolig.dk/afdelinger/?bolignr=21&selskab=698&afdeling=22&antalrum=3,56.16565045,10.18857479,Lejlighed,3,78,20,7000,5196
22,698,aarhusomegn,6567,https://aarhusbolig.dk/afdelinger/?bolignr=22&selskab=698&afdeling=22&antalrum=3,56.16565045,10.18857479,Lejlighed,3,84,20,8000,5626
7,698,aarhusomegn,7124,https://aarhusbolig.dk/afdelinger/?bolignr=7&selskab=698&afdeling=22&antalrum=4,56.16565045,10.18857479,Lejlighed,4,86,8,8000,5812
3,698,aarhusomegn,9265,https://aarhusbolig.dk/afdelinger/?bolignr=3&selskab=698&afdeling=22&antalrum=4,56.16565045,10.18857479,Lejlighed,4,110,8,8500,7382
8,698,aarhusomegn,2240,https://aarhusbolig.dk/afdelinger/?bolignr=8&selskab=698&afdeling=23&antalrum=1,56.16099064,10.19887447,Lejlighed,1,23,11,3000,1853
55,698,aarhusomegn,5237,https://aarhusbolig.dk/afdelinger/?bolignr=55&selskab=698&afdeling=23&antalrum=1,56.16099064,10.19887447,Lejlighed,1,51,11,5000,3932
118,698,aarhusomegn,7233,https://aarhusbolig.dk/afdelinger/?bolignr=118&selskab=698&afdeling=23&antalrum=1,56.16099064,10.19887447,Lejlighed,1,96,11,35600,6308
93,698,aarhusomegn,4055,https://aarhusbolig.dk/afdelinger/?bolignr=93&selskab=698&afdeling=23&antalrum=2,56.16099064,10.19887447,Lejlighed,2,39,41,4500,3028
95,698,aarhusomegn,7044,https://aarhusbolig.dk/afdelinger/?bolignr=95&selskab=698&afdeling=23&antalrum=2,56.16099064,10.19887447,Lejlighed,2,71,41,5945,5957
92,698,aarhusomegn,5175,https://aarhusbolig.dk/afdelinger/?bolignr=92&selskab=698&afdeling=23&antalrum=3,56.16099064,10.19887447,Lejlighed,3,60,56,6500,4527
41,698,aarhusomegn,8362,https://aarhusbolig.dk/afdelinger/?bolignr=41&selskab=698&afdeling=23&antalrum=3,56.16099064,10.19887447,Lejlighed,3,87,56,9000,7199
42,698,aarhusomegn,7040,https://aarhusbolig.dk/afdelinger/?bolignr=42&selskab=698&afdeling=23&antalrum=4,56.16099064,10.19887447,Lejlighed,4,78,12,8500,5924
113,698,aarhusomegn,9480,https://aarhusbolig.dk/afdelinger/?bolignr=113&selskab=698&afdeling=23&antalrum=4,56.16099064,10.19887447,Lejlighed,4,102,12,10000,7574
2,698,aarhusomegn,2836,https://aarhusbolig.dk/afdelinger/?bolignr=2&selskab=698&afdeling=25&antalrum=1,56.17413223,10.20599842,Lejlighed,1,32,21,3070,2177
23,698,aarhusomegn,3651,https://aarhusbolig.dk/afdelinger/?bolignr=23&selskab=698&afdeling=25&antalrum=2,56.17413223,10.20599842,Lejlighed,2,50,14,4795,3173
24,698,aarhusomegn,5609,https://aarhusbolig.dk/afdelinger/?bolignr=24&selskab=698&afdeling=25&antalrum=3,56.17413223,10.20599842,Lejlighed,3,82,49,7860,4965
1,698,aarhusomegn,6980,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=698&afdeling=25&antalrum=3,56.17413223,10.20599842,Lejlighed,3,85,49,8150,5116
12,698,aarhusomegn,6518,https://aarhusbolig.dk/afdelinger/?bolignr=12&selskab=698&afdeling=25&antalrum=4,56.17413223,10.20599842,Lejlighed,4,100,21,9585,5885
3,698,aarhusomegn,7205,https://aarhusbolig.dk/afdelinger/?bolignr=3&selskab=698&afdeling=25&antalrum=4,56.17413223,10.20599842,Lejlighed,4,100,21,9585,5885
2774,698,aarhusomegn,7017,https://aarhusbolig.dk/afdelinger/?bolignr=2774&selskab=698&afdeling=30&antalrum=2,56.20267711265163,10.231121527410384,Lejlighed,2,59,11,31389,6392
2841,698,aarhusomegn,7697,https://aarhusbolig.dk/afdelinger/?bolignr=2841&selskab=698&afdeling=30&antalrum=2,56.20267711265163,10.231121527410384,Lejlighed,2,70,11,34729,7072
2804,698,aarhusomegn,8120,https://aarhusbolig.dk/afdelinger/?bolignr=2804&selskab=698&afdeling=30&antalrum=3,56.20267711265163,10.231121527410384,Lejlighed,3,74,45,35943,7320
2791,698,aarhusomegn,9110,https://aarhusbolig.dk/afdelinger/?bolignr=2791&selskab=698&afdeling=30&antalrum=3,56.20267711265163,10.231121527410384,Lejlighed,3,90,45,40801,8310
2814,698,aarhusomegn,9805,https://aarhusbolig.dk/afdelinger/?bolignr=2814&selskab=698&afdeling=30&antalrum=4,56.20267711265163,10.231121527410384,Lejlighed,4,98,13,43230,8805
2838,698,aarhusomegn,10856,https://aarhusbolig.dk/afdelinger/?bolignr=2838&selskab=698&afdeling=30&antalrum=4,56.20267711265163,10.231121527410384,Lejlighed,4,115,13,48392,9856
118,698,aarhusomegn,7276,https://aarhusbolig.dk/afdelinger/?bolignr=118&selskab=698&afdeling=118&antalrum=1,56.16099064,10.19887447,Lejlighed,1,96,1,35600,6351
1034,715,alboa,3785,https://aarhusbolig.dk/afdelinger/?bolignr=1034&selskab=715&afdeling=1&antalrum=1,56.12955206,10.16535759,Lejlighed,1,50,7,10000,3427
1004,715,alboa,4378,https://aarhusbolig.dk/afdelinger/?bolignr=1004&selskab=715&afdeling=1&antalrum=2,56.12955206,10.16535759,Lejlighed,2,62,24,12400,4028
1041,715,alboa,7639,https://aarhusbolig.dk/afdelinger/?bolignr=1041&selskab=715&afdeling=1&antalrum=2,56.12955206,10.16535759,Lejlighed,2,84,24,16800,7110
1013,715,alboa,5469,https://aarhusbolig.dk/afdelinger/?bolignr=1013&selskab=715&afdeling=1&antalrum=3,56.12955206,10.16535759,Lejlighed,3,74,7,14800,4769
1028,715,alboa,6743,https://aarhusbolig.dk/afdelinger/?bolignr=1028&selskab=715&afdeling=1&antalrum=4,56.12955206,10.16535759,Lejlighed,4,90,5,18000,5803
1044,715,alboa,4156,https://aarhusbolig.dk/afdelinger/?bolignr=1044&selskab=715&afdeling=2&antalrum=1,56.11603632,10.20655632,Lejlighed,1,38,1,7600,3487
1046,715,alboa,6024,https://aarhusbolig.dk/afdelinger/?bolignr=1046&selskab=715&afdeling=2&antalrum=2,56.11603632,10.20655632,Lejlighed,2,67,24,13400,5128
1045,715,alboa,6686,https://aarhusbolig.dk/afdelinger/?bolignr=1045&selskab=715&afdeling=2&antalrum=2,56.11603632,10.20655632,Lejlighed,2,76,24,15200,5699
1024,715,alboa,6238,https://aarhusbolig.dk/afdelinger/?bolignr=1024&selskab=715&afdeling=2&antalrum=3,56.11603632,10.20655632,Lejlighed,3,69,23,13800,5304
1011,715,alboa,6686,https://aarhusbolig.dk/afdelinger/?bolignr=1011&selskab=715&afdeling=2&antalrum=3,56.11603632,10.20655632,Lejlighed,3,76,23,15200,5699
1060,715,alboa,3470,https://aarhusbolig.dk/afdelinger/?bolignr=1060&selskab=715&afdeling=3&antalrum=1,56.13000649,10.1663661,Lejlighed,1,50,9,10000,3011
1001,715,alboa,4899,https://aarhusbolig.dk/afdelinger/?bolignr=1001&selskab=715&afdeling=3&antalrum=2,56.13000649,10.1663661,Lejlighed,2,64,78,12800,3813
1134,715,alboa,6379,https://aarhusbolig.dk/afdelinger/?bolignr=1134&selskab=715&afdeling=3&antalrum=3,56.13000649,10.1663661,Lejlighed,3,62,46,13000,5809
1085,715,alboa,5278,https://aarhusbolig.dk/afdelinger/?bolignr=1085&selskab=715&afdeling=3&antalrum=3,56.13000649,10.1663661,Lejlighed,3,77,46,15400,4571
1028,715,alboa,6652,https://aarhusbolig.dk/afdelinger/?bolignr=1028&selskab=715&afdeling=3&antalrum=4,56.13000649,10.1663661,Lejlighed,4,93,9,18600,5499
1014,715,alboa,5799,https://aarhusbolig.dk/afdelinger/?bolignr=1014&selskab=715&afdeling=4&antalrum=2,56.11290191,10.21003246,Lejlighed,2,70,27,14000,5116
1017,715,alboa,5860,https://aarhusbolig.dk/afdelinger/?bolignr=1017&selskab=715&afdeling=4&antalrum=3,56.11290191,10.21003246,Lejlighed,3,70,18,14000,5130
1046,715,alboa,6560,https://aarhusbolig.dk/afdelinger/?bolignr=1046&selskab=715&afdeling=4&antalrum=3,56.11290191,10.21003246,Lejlighed,3,80,18,16000,5790
1040,715,alboa,7187,https://aarhusbolig.dk/afdelinger/?bolignr=1040&selskab=715&afdeling=4&antalrum=4,56.11290191,10.21003246,Lejlighed,4,87,9,17400,6314
1007,715,alboa,5225,https://aarhusbolig.dk/afdelinger/?bolignr=1007&selskab=715&afdeling=5&antalrum=2,56.12938463,10.17170906,Lejlighed,2,64,58,12800,4572
1012,715,alboa,6132,https://aarhusbolig.dk/afdelinger/?bolignr=1012&selskab=715&afdeling=5&antalrum=3,56.12938463,10.17170906,Lejlighed,3,70,37,14000,4996
1059,715,alboa,6339,https://aarhusbolig.dk/afdelinger/?bolignr=1059&selskab=715&afdeling=5&antalrum=3,56.12938463,10.17170906,Lejlighed,3,78,37,15600,5542
1004,715,alboa,7408,https://aarhusbolig.dk/afdelinger/?bolignr=1004&selskab=715&afdeling=5&antalrum=4,56.12938463,10.17170906,Lejlighed,4,85,25,17000,6020
1001,715,alboa,6436,https://aarhusbolig.dk/afdelinger/?bolignr=1001&selskab=715&afdeling=6&antalrum=3,56.12782996,10.14377117,Rækkehus,3,71,8,14200,5256
1010,715,alboa,7104,https://aarhusbolig.dk/afdelinger/?bolignr=1010&selskab=715&afdeling=6&antalrum=4,56.12782996,10.14377117,Rækkehus,4,83,4,16600,6584
1190,715,alboa,4121,https://aarhusbolig.dk/afdelinger/?bolignr=1190&selskab=715&afdeling=7&antalrum=1,56.12138338,10.18945456,Lejlighed,1,39,4,7800,3114
1025,715,alboa,3765,https://aarhusbolig.dk/afdelinger/?bolignr=1025&selskab=715&afdeling=7&antalrum=1,56.12138338,10.18945456,Lejlighed,1,40,4,8000,3022
1167,715,alboa,4436,https://aarhusbolig.dk/afdelinger/?bolignr=1167&selskab=715&afdeling=7&antalrum=2,56.12138338,10.18945456,Lejlighed,2,44,110,8800,3394
1235,715,alboa,5298,https://aarhusbolig.dk/afdelinger/?bolignr=1235&selskab=715&afdeling=7&antalrum=2,56.12138338,10.18945456,Lejlighed,2,60,110,12000,4092
1179,715,alboa,6059,https://aarhusbolig.dk/afdelinger/?bolignr=1179&selskab=715&afdeling=7&antalrum=2,56.12138338,10.18945456,Lejlighed,2,68,110,13600,4604
1050,715,alboa,6105,https://aarhusbolig.dk/afdelinger/?bolignr=1050&selskab=715&afdeling=7&antalrum=2,56.12138338,10.18945456,Lejlighed,2,71,110,14200,4856
1243,715,alboa,6012,https://aarhusbolig.dk/afdelinger/?bolignr=1243&selskab=715&afdeling=7&antalrum=3,56.12138338,10.18945456,Lejlighed,3,68,112,13600,4515
1260,715,alboa,6324,https://aarhusbolig.dk/afdelinger/?bolignr=1260&selskab=715&afdeling=7&antalrum=3,56.12138338,10.18945456,Lejlighed,3,76,112,15200,4925
1081,715,alboa,6620,https://aarhusbolig.dk/afdelinger/?bolignr=1081&selskab=715&afdeling=7&antalrum=3,56.12138338,10.18945456,Lejlighed,3,77,112,15400,5221
1256,715,alboa,6645,https://aarhusbolig.dk/afdelinger/?bolignr=1256&selskab=715&afdeling=7&antalrum=3,56.12138338,10.18945456,Lejlighed,3,84,112,16800,5288
1176,715,alboa,7333,https://aarhusbolig.dk/afdelinger/?bolignr=1176&selskab=715&afdeling=7&antalrum=4,56.12138338,10.18945456,Lejlighed,4,88,40,17600,5679
1037,715,alboa,7628,https://aarhusbolig.dk/afdelinger/?bolignr=1037&selskab=715&afdeling=7&antalrum=4,56.12138338,10.18945456,Lejlighed,4,90,40,18000,5997
1266,715,alboa,9343,https://aarhusbolig.dk/afdelinger/?bolignr=1266&selskab=715&afdeling=7&antalrum=4,56.12138338,10.18945456,Lejlighed,4,96,40,20000,8159
1252,715,alboa,7438,https://aarhusbolig.dk/afdelinger/?bolignr=1252&selskab=715&afdeling=7&antalrum=5,56.12138338,10.18945456,Lejlighed,5,95,1,19000,5928
1001,715,alboa,3521,https://aarhusbolig.dk/afdelinger/?bolignr=1001&selskab=715&afdeling=8&antalrum=1,56.13007824,10.16754627,Lejlighed,1,45,3,9000,2867
1018,715,alboa,6118,https://aarhusbolig.dk/afdelinger/?bolignr=1018&selskab=715&afdeling=8&antalrum=2,56.13007824,10.16754627,Lejlighed,2,72,42,14400,4529
1030,715,alboa,6999,https://aarhusbolig.dk/afdelinger/?bolignr=1030&selskab=715&afdeling=8&antalrum=3,56.13007824,10.16754627,Lejlighed,3,90,58,18000,5682
1046,715,alboa,6999,https://aarhusbolig.dk/afdelinger/?bolignr=1046&selskab=715&afdeling=8&antalrum=4,56.13007824,10.16754627,Lejlighed,4,90,29,18000,5682
1022,715,alboa,7217,https://aarhusbolig.dk/afdelinger/?bolignr=1022&selskab=715&afdeling=8&antalrum=4,56.13007824,10.16754627,Lejlighed,4,93,29,18600,5858
1062,715,alboa,4287,https://aarhusbolig.dk/afdelinger/?bolignr=1062&selskab=715&afdeling=9&antalrum=1,56.12060589,10.19179344,Lejlighed,1,36,6,7200,3237
1060,715,alboa,4845,https://aarhusbolig.dk/afdelinger/?bolignr=1060&selskab=715&afdeling=9&antalrum=2,56.12060589,10.19179344,Lejlighed,2,47,21,9400,3752
1035,715,alboa,6117,https://aarhusbolig.dk/afdelinger/?bolignr=1035&selskab=715&afdeling=9&antalrum=2,56.12060589,10.19179344,Lejlighed,2,65,21,13000,4717
1078,715,alboa,9533,https://aarhusbolig.dk/afdelinger/?bolignr=1078&selskab=715&afdeling=9&antalrum=2,56.12060589,10.19179344,Seniorboliger,2,77,3,29440,8704
1027,715,alboa,5976,https://aarhusbolig.dk/afdelinger/?bolignr=1027&selskab=715&afdeling=9&antalrum=3,56.12060589,10.19179344,Lejlighed,3,65,34,13000,4727
1014,715,alboa,6791,https://aarhusbolig.dk/afdelinger/?bolignr=1014&selskab=715&afdeling=9&antalrum=3,56.12060589,10.19179344,Lejlighed,3,78,34,15600,5387
1009,715,alboa,7684,https://aarhusbolig.dk/afdelinger/?bolignr=1009&selskab=715&afdeling=9&antalrum=4,56.12060589,10.19179344,Lejlighed,4,87,10,17400,5880
1073,715,alboa,7811,https://aarhusbolig.dk/afdelinger/?bolignr=1073&selskab=715&afdeling=9&antalrum=4,56.12060589,10.19179344,Lejlighed,4,92,10,18400,6111
1008,715,alboa,7866,https://aarhusbolig.dk/afdelinger/?bolignr=1008&selskab=715&afdeling=9&antalrum=5,56.12060589,10.19179344,Lejlighed,5,97,4,19400,6369
1001,715,alboa,6482,https://aarhusbolig.dk/afdelinger/?bolignr=1001&selskab=715&afdeling=10&antalrum=3,56.13682227,10.17179489,Rækkehus,3,76,22,15200,6012
1023,715,alboa,7539,https://aarhusbolig.dk/afdelinger/?bolignr=1023&selskab=715&afdeling=10&antalrum=4,56.13682227,10.17179489,Rækkehus,4,92,3,18400,7019
1017,715,alboa,3456,https://aarhusbolig.dk/afdelinger/?bolignr=1017&selskab=715&afdeling=11&antalrum=1,56.12940855,10.15900612,Lejlighed,1,42,12,8400,3008
1043,715,alboa,5858,https://aarhusbolig.dk/afdelinger/?bolignr=1043&selskab=715&afdeling=11&antalrum=2,56.12940855,10.15900612,Lejlighed,2,73,48,14600,5085
1033,715,alboa,7444,https://aarhusbolig.dk/afdelinger/?bolignr=1033&selskab=715&afdeling=11&antalrum=3,56.12940855,10.15900612,Lejlighed,3,86,62,17200,5999
1032,715,alboa,7913,https://aarhusbolig.dk/afdelinger/?bolignr=1032&selskab=715&afdeling=11&antalrum=4,56.12940855,10.15900612,Lejlighed,4,92,29,18400,6406
1156,715,alboa,8791,https://aarhusbolig.dk/afdelinger/?bolignr=1156&selskab=715&afdeling=11&antalrum=5,56.12940855,10.15900612,Lejlighed,5,110,5,21400,7622
1055,715,alboa,4556,https://aarhusbolig.dk/afdelinger/?bolignr=1055&selskab=715&afdeling=12&antalrum=2,56.12464867,10.15771866,Lejlighed,2,53,45,10600,3788
1002,715,alboa,5539,https://aarhusbolig.dk/afdelinger/?bolignr=1002&selskab=715&afdeling=12&antalrum=2,56.12464867,10.15771866,Lejlighed,2,66,45,13200,4756
1013,715,alboa,7232,https://aarhusbolig.dk/afdelinger/?bolignr=1013&selskab=715&afdeling=12&antalrum=3,56.12464867,10.15771866,Lejlighed,3,78,21,15600,5573
1007,715,alboa,8124,https://aarhusbolig.dk/afdelinger/?bolignr=1007&selskab=715&afdeling=12&antalrum=4,56.12464867,10.15771866,Lejlighed,4,90,8,18000,6468
1018,715,alboa,7323,https://aarhusbolig.dk/afdelinger/?bolignr=1018&selskab=715&afdeling=12&antalrum=4,56.12464867,10.15771866,Lejlighed,4,92,8,18400,6234
1022,715,alboa,8908,https://aarhusbolig.dk/afdelinger/?bolignr=1022&selskab=715&afdeling=12&antalrum=5,56.12464867,10.15771866,Lejlighed,5,103,6,20600,7361
1148,715,alboa,4139,https://aarhusbolig.dk/afdelinger/?bolignr=1148&selskab=715&afdeling=13&antalrum=1,56.13031741,10.16291142,Lejlighed,1,48,6,9600,3043
1050,715,alboa,4217,https://aarhusbolig.dk/afdelinger/?bolignr=1050&selskab=715&afdeling=13&antalrum=2,56.13031741,10.16291142,Lejlighed,2,49,71,9800,3004
1048,715,alboa,4853,https://aarhusbolig.dk/afdelinger/?bolignr=1048&selskab=715&afdeling=13&antalrum=2,56.13031741,10.16291142,Lejlighed,2,62,71,12400,3779
1146,715,alboa,6321,https://aarhusbolig.dk/afdelinger/?bolignr=1146&selskab=715&afdeling=13&antalrum=3,56.13031741,10.16291142,Lejlighed,3,83,39,16600,5072
1136,715,alboa,7177,https://aarhusbolig.dk/afdelinger/?bolignr=1136&selskab=715&afdeling=13&antalrum=4,56.13031741,10.16291142,Lejlighed,4,96,41,19200,5827
1142,715,alboa,7754,https://aarhusbolig.dk/afdelinger/?bolignr=1142&selskab=715&afdeling=13&antalrum=5,56.13031741,10.16291142,Lejlighed,5,110,11,22000,6640
1006,715,alboa,5883,https://aarhusbolig.dk/afdelinger/?bolignr=1006&selskab=715&afdeling=15&antalrum=3,56.11405043,10.21273613,Rækkehus,3,82,1,16200,4729
1001,715,alboa,7543,https://aarhusbolig.dk/afdelinger/?bolignr=1001&selskab=715&afdeling=15&antalrum=5,56.11405043,10.21273613,Rækkehus,5,106,9,21200,6217
1003,715,alboa,5454,https://aarhusbolig.dk/afdelinger/?bolignr=1003&selskab=715&afdeling=16&antalrum=2,56.12730375,10.1432991,Rækkehus,2,65,8,13000,5454
1045,715,alboa,6883,https://aarhusbolig.dk/afdelinger/?bolignr=1045&selskab=715&afdeling=16&antalrum=2,56.12730375,10.1432991,Rækkehus,2,69,8,13800,5793
